Country,Date,full[%]
Bulgaria,2020-08-20,82.32
Croatia,2020-08-20,84.39
Czech Republic,2020-08-20,93.55
Denmark,2020-08-20,92.1
France,2020-08-20,92.32
Germany,2020-08-20,92.16
Hungary,2020-08-20,90.12
Ireland,2020-08-20,-
Italy,2020-08-20,91.51
Latvia,2020-08-20,84.38
Netherlands,2020-08-20,82.31
Poland,2020-08-20,93.54
Portugal,2020-08-20,100
Romania,2020-08-20,84.32
Slovakia,2020-08-20,91.12
Spain,2020-08-20,89.92
Sweden,2020-08-20,71.2
United Kingdom (Pre-Brexit),2020-08-20,91.71
Austria,2020-08-21,88.12
Belgium,2020-08-21,97.51
Bulgaria,2020-08-21,82.69
Croatia,2020-08-21,85.01
Czech Republic,2020-08-21,93.76
Denmark,2020-08-21,92.33
France,2020-08-21,92.69
Germany,2020-08-21,92.34
Hungary,2020-08-21,90.37
Ireland,2020-08-21,-
Italy,2020-08-21,91.77
Latvia,2020-08-21,84.51
Netherlands,2020-08-21,82.5
Poland,2020-08-21,94.03
Portugal,2020-08-21,100
Romania,2020-08-21,84.52
Slovakia,2020-08-21,91.34
Spain,2020-08-21,90.18
Sweden,2020-08-21,71.2
United Kingdom (Pre-Brexit),2020-08-21,92.76
Austria,2020-08-22,88.36
Belgium,2020-08-22,97.63
Bulgaria,2020-08-22,82.69
Croatia,2020-08-22,85.65
Czech Republic,2020-08-22,94.05
Denmark,2020-08-22,92.63
France,2020-08-22,93.11
Germany,2020-08-22,92.62
Hungary,2020-08-22,90.61
Ireland,2020-08-22,-
Italy,2020-08-22,92.03
Latvia,2020-08-22,84.57
Netherlands,2020-08-22,82.72
Poland,2020-08-22,94.6
Portugal,2020-08-22,100
Romania,2020-08-22,84.75
Slovakia,2020-08-22,91.62
Spain,2020-08-22,90.37
Sweden,2020-08-22,71.2
United Kingdom (Pre-Brexit),2020-08-22,94.57
Austria,2020-08-23,88.65
Belgium,2020-08-23,97.73
Bulgaria,2020-08-23,83.43
Croatia,2020-08-23,86.32
Czech Republic,2020-08-23,94.34
Denmark,2020-08-23,92.95
France,2020-08-23,93.49
Germany,2020-08-23,92.85
Hungary,2020-08-23,90.85
Ireland,2020-08-23,-
Italy,2020-08-23,92.29
Latvia,2020-08-23,84.78
Netherlands,2020-08-23,82.98
Poland,2020-08-23,95.12
Portugal,2020-08-23,100
Romania,2020-08-23,85.02
Slovakia,2020-08-23,91.92
Spain,2020-08-23,90.58
Sweden,2020-08-23,71.2
United Kingdom (Pre-Brexit),2020-08-23,95.25
Austria,2020-08-24,88.61
Belgium,2020-08-24,97.73
Bulgaria,2020-08-24,83.43
Croatia,2020-08-24,86.92
Czech Republic,2020-08-24,94.57
Denmark,2020-08-24,93.18
France,2020-08-24,93.65
Germany,2020-08-24,92.86
Hungary,2020-08-24,91.08
Ireland,2020-08-24,-
Italy,2020-08-24,92.51
Latvia,2020-08-24,84.94
Netherlands,2020-08-24,83.07
Poland,2020-08-24,95.65
Portugal,2020-08-24,100
Romania,2020-08-24,85.21
Slovakia,2020-08-24,92.13
Spain,2020-08-24,90.81
Sweden,2020-08-24,71.2
United Kingdom (Pre-Brexit),2020-08-24,93.48
Austria,2020-08-25,88.51
Belgium,2020-08-25,97.73
Bulgaria,2020-08-25,83.43
Croatia,2020-08-25,87.47
Czech Republic,2020-08-25,94.79
Denmark,2020-08-25,93.27
France,2020-08-25,93.82
Germany,2020-08-25,92.95
Hungary,2020-08-25,91.32
Ireland,2020-08-25,-
Italy,2020-08-25,92.69
Latvia,2020-08-25,85.08
Netherlands,2020-08-25,83.2
Poland,2020-08-25,96.08
Portugal,2020-08-25,100
Romania,2020-08-25,85.43
Slovakia,2020-08-25,92.32
Spain,2020-08-25,91.04
Sweden,2020-08-25,71.2
United Kingdom (Pre-Brexit),2020-08-25,93.47
Austria,2020-08-26,88.44
Belgium,2020-08-26,97.73
Bulgaria,2020-08-26,84.54
Croatia,2020-08-26,87.94
Czech Republic,2020-08-26,94.99
Denmark,2020-08-26,93.44
France,2020-08-26,93.95
Germany,2020-08-26,93.09
Hungary,2020-08-26,91.55
Ireland,2020-08-26,-
Italy,2020-08-26,92.8
Latvia,2020-08-26,85.14
Netherlands,2020-08-26,83.28
Poland,2020-08-26,96.5
Portugal,2020-08-26,100
Romania,2020-08-26,85.64
Slovakia,2020-08-26,92.26
Spain,2020-08-26,91.24
Sweden,2020-08-26,71.2
United Kingdom (Pre-Brexit),2020-08-26,92.9
Austria,2020-08-27,88.22
Belgium,2020-08-27,97.73
Bulgaria,2020-08-27,84.92
Croatia,2020-08-27,88.43
Czech Republic,2020-08-27,95.2
Denmark,2020-08-27,93.57
France,2020-08-27,94.1
Germany,2020-08-27,93.14
Hungary,2020-08-27,91.8
Ireland,2020-08-27,-
Italy,2020-08-27,92.97
Latvia,2020-08-27,85.27
Netherlands,2020-08-27,83.14
Poland,2020-08-27,96.83
Portugal,2020-08-27,100
Romania,2020-08-27,85.82
Slovakia,2020-08-27,92.48
Spain,2020-08-27,91.42
Sweden,2020-08-27,71.2
United Kingdom (Pre-Brexit),2020-08-27,91.46
Austria,2020-08-28,88.06
Belgium,2020-08-28,97.74
Bulgaria,2020-08-28,85.29
Croatia,2020-08-28,88.97
Czech Republic,2020-08-28,95.41
Denmark,2020-08-28,93.79
France,2020-08-28,94.21
Germany,2020-08-28,93.07
Hungary,2020-08-28,92.05
Ireland,2020-08-28,-
Italy,2020-08-28,93.16
Latvia,2020-08-28,85.36
Netherlands,2020-08-28,81.92
Poland,2020-08-28,97.22
Portugal,2020-08-28,100
Romania,2020-08-28,86.02
Slovakia,2020-08-28,92.73
Spain,2020-08-28,91.61
Sweden,2020-08-28,71.2
United Kingdom (Pre-Brexit),2020-08-28,91.65
Austria,2020-08-29,87.91
Belgium,2020-08-29,97.78
Bulgaria,2020-08-29,85.66
Croatia,2020-08-29,89.58
Czech Republic,2020-08-29,95.62
Denmark,2020-08-29,94.08
France,2020-08-29,94.38
Germany,2020-08-29,93.1
Hungary,2020-08-29,92.32
Ireland,2020-08-29,-
Italy,2020-08-29,93.4
Latvia,2020-08-29,85.49
Netherlands,2020-08-29,81.96
Poland,2020-08-29,97.66
Portugal,2020-08-29,100
Romania,2020-08-29,86.25
Slovakia,2020-08-29,92.97
Spain,2020-08-29,91.79
Sweden,2020-08-29,71.2
United Kingdom (Pre-Brexit),2020-08-29,91.64
Austria,2020-08-30,87.79
Belgium,2020-08-30,97.86
Bulgaria,2020-08-30,86.04
Croatia,2020-08-30,90.21
Czech Republic,2020-08-30,95.82
Denmark,2020-08-30,94.35
France,2020-08-30,94.58
Germany,2020-08-30,93.17
Hungary,2020-08-30,92.6
Ireland,2020-08-30,-
Italy,2020-08-30,93.71
Latvia,2020-08-30,85.62
Netherlands,2020-08-30,82.06
Poland,2020-08-30,98.12
Portugal,2020-08-30,100
Romania,2020-08-30,86.49
Slovakia,2020-08-30,93.24
Spain,2020-08-30,91.94
Sweden,2020-08-30,71.2
United Kingdom (Pre-Brexit),2020-08-30,90.24
Austria,2020-08-31,87.49
Belgium,2020-08-31,97.63
Bulgaria,2020-08-31,86.41
Croatia,2020-08-31,90.72
Czech Republic,2020-08-31,95.96
Denmark,2020-08-31,94.44
France,2020-08-31,94.65
Germany,2020-08-31,93.15
Hungary,2020-08-31,92.88
Ireland,2020-08-31,-
Italy,2020-08-31,93.87
Latvia,2020-08-31,85.85
Netherlands,2020-08-31,82.03
Poland,2020-08-31,98.05
Portugal,2020-08-31,100
Romania,2020-08-31,86.67
Slovakia,2020-08-31,86.31
Spain,2020-08-31,92.08
Sweden,2020-08-31,71.2
United Kingdom (Pre-Brexit),2020-08-31,87.9
Austria,2020-09-01,87.35
Belgium,2020-09-01,97.71
Bulgaria,2020-09-01,86.79
Croatia,2020-09-01,90.99
Czech Republic,2020-09-01,95.08
Denmark,2020-09-01,93.18
France,2020-09-01,94.62
Germany,2020-09-01,93.15
Hungary,2020-09-01,93.06
Ireland,2020-09-01,-
Italy,2020-09-01,93.21
Latvia,2020-09-01,86.15
Netherlands,2020-09-01,82.28
Poland,2020-09-01,98.06
Portugal,2020-09-01,100
Romania,2020-09-01,86.93
Slovakia,2020-09-01,88.96
Spain,2020-09-01,92.23
Sweden,2020-09-01,73.48
United Kingdom (Pre-Brexit),2020-09-01,87.56
Austria,2020-09-02,87.26
Belgium,2020-09-02,97.73
Bulgaria,2020-09-02,86.79
Croatia,2020-09-02,91.21
Czech Republic,2020-09-02,95.1
Denmark,2020-09-02,93.11
France,2020-09-02,94.75
Germany,2020-09-02,93.21
Hungary,2020-09-02,93.25
Ireland,2020-09-02,-
Italy,2020-09-02,94.3
Latvia,2020-09-02,86.49
Netherlands,2020-09-02,82.51
Poland,2020-09-02,98.03
Portugal,2020-09-02,100
Romania,2020-09-02,87.14
Slovakia,2020-09-02,89.15
Spain,2020-09-02,92.37
Sweden,2020-09-02,73.48
United Kingdom (Pre-Brexit),2020-09-02,87.36
Austria,2020-09-03,87.28
Belgium,2020-09-03,97.73
Bulgaria,2020-09-03,87.56
Croatia,2020-09-03,91.52
Czech Republic,2020-09-03,95.15
Denmark,2020-09-03,93.12
France,2020-09-03,94.96
Germany,2020-09-03,93.28
Hungary,2020-09-03,93.41
Ireland,2020-09-03,-
Italy,2020-09-03,94.46
Latvia,2020-09-03,86.84
Netherlands,2020-09-03,82.81
Poland,2020-09-03,97.94
Portugal,2020-09-03,100
Romania,2020-09-03,87.35
Slovakia,2020-09-03,89.29
Spain,2020-09-03,92.51
Sweden,2020-09-03,73.48
United Kingdom (Pre-Brexit),2020-09-03,87.88
Austria,2020-09-04,87.34
Belgium,2020-09-04,97.73
Bulgaria,2020-09-04,87.94
Croatia,2020-09-04,91.86
Czech Republic,2020-09-04,95.2
Denmark,2020-09-04,93.13
France,2020-09-04,95.14
Germany,2020-09-04,93.35
Hungary,2020-09-04,93.59
Ireland,2020-09-04,-
Italy,2020-09-04,94.64
Latvia,2020-09-04,87.2
Netherlands,2020-09-04,83.19
Poland,2020-09-04,97.87
Portugal,2020-09-04,100
Romania,2020-09-04,87.57
Slovakia,2020-09-04,89.52
Spain,2020-09-04,92.64
Sweden,2020-09-04,73.48
United Kingdom (Pre-Brexit),2020-09-04,87.55
Austria,2020-09-05,87.6
Belgium,2020-09-05,97.73
Bulgaria,2020-09-05,87.94
Croatia,2020-09-05,92.37
Czech Republic,2020-09-05,95.29
Denmark,2020-09-05,93.22
France,2020-09-05,95.43
Germany,2020-09-05,93.55
Hungary,2020-09-05,93.8
Ireland,2020-09-05,-
Italy,2020-09-05,94.82
Latvia,2020-09-05,87.6
Netherlands,2020-09-05,83.6
Poland,2020-09-05,97.85
Portugal,2020-09-05,100
Romania,2020-09-05,87.85
Slovakia,2020-09-05,89.91
Spain,2020-09-05,92.76
Sweden,2020-09-05,73.48
United Kingdom (Pre-Brexit),2020-09-05,88.2
Austria,2020-09-06,87.88
Belgium,2020-09-06,97.73
Bulgaria,2020-09-06,88.71
Croatia,2020-09-06,92.72
Czech Republic,2020-09-06,95.36
Denmark,2020-09-06,93.26
France,2020-09-06,95.69
Germany,2020-09-06,93.71
Hungary,2020-09-06,94.01
Ireland,2020-09-06,-
Italy,2020-09-06,95
Latvia,2020-09-06,88.03
Netherlands,2020-09-06,84.06
Poland,2020-09-06,97.81
Portugal,2020-09-06,100
Romania,2020-09-06,88.12
Slovakia,2020-09-06,90.28
Spain,2020-09-06,92.91
Sweden,2020-09-06,73.48
United Kingdom (Pre-Brexit),2020-09-06,87.93
Austria,2020-09-07,87.8
Belgium,2020-09-07,97.75
Bulgaria,2020-09-07,89.09
Croatia,2020-09-07,92.9
Czech Republic,2020-09-07,95.41
Denmark,2020-09-07,93.19
France,2020-09-07,95.81
Germany,2020-09-07,93.75
Hungary,2020-09-07,94.2
Ireland,2020-09-07,-
Italy,2020-09-07,95.12
Latvia,2020-09-07,88.44
Netherlands,2020-09-07,84.43
Poland,2020-09-07,97.73
Portugal,2020-09-07,100
Romania,2020-09-07,88.33
Slovakia,2020-09-07,90.43
Spain,2020-09-07,93
Sweden,2020-09-07,73.48
United Kingdom (Pre-Brexit),2020-09-07,87.44
Austria,2020-09-08,87.9
Belgium,2020-09-08,97.76
Bulgaria,2020-09-08,89.09
Croatia,2020-09-08,92.94
Czech Republic,2020-09-08,95.52
Denmark,2020-09-08,93.18
France,2020-09-08,95.89
Germany,2020-09-08,93.8
Hungary,2020-09-08,94.38
Ireland,2020-09-08,-
Italy,2020-09-08,95.26
Latvia,2020-09-08,88.86
Netherlands,2020-09-08,84.82
Poland,2020-09-08,97.6
Portugal,2020-09-08,100
Romania,2020-09-08,88.53
Slovakia,2020-09-08,90.3
Spain,2020-09-08,93.09
Sweden,2020-09-08,73.48
United Kingdom (Pre-Brexit),2020-09-08,86.77
Austria,2020-09-09,88
Belgium,2020-09-09,97.8
Bulgaria,2020-09-09,89.86
Croatia,2020-09-09,92.98
Czech Republic,2020-09-09,95.67
Denmark,2020-09-09,93.26
France,2020-09-09,96.02
Germany,2020-09-09,93.88
Hungary,2020-09-09,94.54
Ireland,2020-09-09,-
Italy,2020-09-09,95.41
Latvia,2020-09-09,89.26
Netherlands,2020-09-09,85.14
Poland,2020-09-09,97.69
Portugal,2020-09-09,100
Romania,2020-09-09,88.71
Slovakia,2020-09-09,90.34
Spain,2020-09-09,93.17
Sweden,2020-09-09,73.48
United Kingdom (Pre-Brexit),2020-09-09,85.5
Austria,2020-09-10,88.01
Belgium,2020-09-10,97.84
Bulgaria,2020-09-10,90.24
Croatia,2020-09-10,93.02
Czech Republic,2020-09-10,95.78
Denmark,2020-09-10,93.29
France,2020-09-10,96.21
Germany,2020-09-10,93.86
Hungary,2020-09-10,94.7
Ireland,2020-09-10,-
Italy,2020-09-10,95.51
Latvia,2020-09-10,89.68
Netherlands,2020-09-10,85.56
Poland,2020-09-10,97.84
Portugal,2020-09-10,100
Romania,2020-09-10,88.95
Slovakia,2020-09-10,90.41
Spain,2020-09-10,93.26
Sweden,2020-09-10,73.48
United Kingdom (Pre-Brexit),2020-09-10,83.39
Austria,2020-09-11,88.13
Belgium,2020-09-11,97.86
Bulgaria,2020-09-11,90.63
Croatia,2020-09-11,93.12
Czech Republic,2020-09-11,95.9
Denmark,2020-09-11,93.26
France,2020-09-11,96.37
Germany,2020-09-11,93.91
Hungary,2020-09-11,94.88
Ireland,2020-09-11,-
Italy,2020-09-11,95.65
Latvia,2020-09-11,90.08
Netherlands,2020-09-11,85.92
Poland,2020-09-11,97.99
Portugal,2020-09-11,100
Romania,2020-09-11,89.19
Slovakia,2020-09-11,90.55
Spain,2020-09-11,93.35
Sweden,2020-09-11,73.48
United Kingdom (Pre-Brexit),2020-09-11,82.74
Austria,2020-09-12,88.29
Belgium,2020-09-12,97.93
Bulgaria,2020-09-12,91.01
Croatia,2020-09-12,93.21
Czech Republic,2020-09-12,96.06
Denmark,2020-09-12,93.37
France,2020-09-12,96.69
Germany,2020-09-12,94.08
Hungary,2020-09-12,95.06
Ireland,2020-09-12,-
Italy,2020-09-12,95.83
Latvia,2020-09-12,90.51
Netherlands,2020-09-12,86.4
Poland,2020-09-12,98.14
Portugal,2020-09-12,100
Romania,2020-09-12,89.41
Slovakia,2020-09-12,90.82
Spain,2020-09-12,93.43
Sweden,2020-09-12,73.48
United Kingdom (Pre-Brexit),2020-09-12,84.87
Austria,2020-09-13,88.55
Belgium,2020-09-13,97.98
Bulgaria,2020-09-13,91.01
Croatia,2020-09-13,93.37
Czech Republic,2020-09-13,96.23
Denmark,2020-09-13,93.61
France,2020-09-13,96.9
Germany,2020-09-13,94.27
Hungary,2020-09-13,95.24
Ireland,2020-09-13,-
Italy,2020-09-13,96
Latvia,2020-09-13,90.96
Netherlands,2020-09-13,87.06
Poland,2020-09-13,98.29
Portugal,2020-09-13,100
Romania,2020-09-13,89.62
Slovakia,2020-09-13,91.1
Spain,2020-09-13,93.52
Sweden,2020-09-13,73.48
United Kingdom (Pre-Brexit),2020-09-13,86.21
Austria,2020-09-14,88.64
Belgium,2020-09-14,97.87
Bulgaria,2020-09-14,91.7
Croatia,2020-09-14,93.45
Czech Republic,2020-09-14,96.42
Denmark,2020-09-14,93.69
France,2020-09-14,96.9
Germany,2020-09-14,94.31
Hungary,2020-09-14,95.38
Ireland,2020-09-14,-
Italy,2020-09-14,96.17
Latvia,2020-09-14,91.36
Netherlands,2020-09-14,87.38
Poland,2020-09-14,98.26
Portugal,2020-09-14,100
Romania,2020-09-14,89.77
Slovakia,2020-09-14,91.25
Spain,2020-09-14,93.6
Sweden,2020-09-14,73.48
United Kingdom (Pre-Brexit),2020-09-14,86.16
Austria,2020-09-15,88.7
Belgium,2020-09-15,97.78
Bulgaria,2020-09-15,92.17
Croatia,2020-09-15,93.45
Czech Republic,2020-09-15,96.54
Denmark,2020-09-15,93.71
France,2020-09-15,96.9
Germany,2020-09-15,94.4
Hungary,2020-09-15,95.52
Ireland,2020-09-15,-
Italy,2020-09-15,96.28
Latvia,2020-09-15,91.76
Netherlands,2020-09-15,87.74
Poland,2020-09-15,98.39
Portugal,2020-09-15,100
Romania,2020-09-15,89.95
Slovakia,2020-09-15,91.3
Spain,2020-09-15,93.69
Sweden,2020-09-15,73.48
United Kingdom (Pre-Brexit),2020-09-15,85.35
Austria,2020-09-16,88.6
Belgium,2020-09-16,97.77
Bulgaria,2020-09-16,92.55
Croatia,2020-09-16,93.45
Czech Republic,2020-09-16,96.65
Denmark,2020-09-16,93.78
France,2020-09-16,96.94
Germany,2020-09-16,94.42
Hungary,2020-09-16,95.66
Ireland,2020-09-16,-
Italy,2020-09-16,96.4
Latvia,2020-09-16,92.22
Netherlands,2020-09-16,88.07
Poland,2020-09-16,98.46
Portugal,2020-09-16,99.89
Romania,2020-09-16,90.08
Slovakia,2020-09-16,91.4
Spain,2020-09-16,93.78
Sweden,2020-09-16,73.48
United Kingdom (Pre-Brexit),2020-09-16,85.63
Austria,2020-09-17,88.68
Belgium,2020-09-17,97.81
Bulgaria,2020-09-17,92.94
Croatia,2020-09-17,93.45
Czech Republic,2020-09-17,96.76
Denmark,2020-09-17,93.85
France,2020-09-17,96.97
Germany,2020-09-17,94.48
Hungary,2020-09-17,95.82
Ireland,2020-09-17,-
Italy,2020-09-17,96.5
Latvia,2020-09-17,92.68
Netherlands,2020-09-17,87.22
Poland,2020-09-17,98.51
Portugal,2020-09-17,98.75
Romania,2020-09-17,90.19
Slovakia,2020-09-17,91.55
Spain,2020-09-17,93.86
Sweden,2020-09-17,73.48
United Kingdom (Pre-Brexit),2020-09-17,85.46
Austria,2020-09-18,88.81
Belgium,2020-09-18,97.77
Bulgaria,2020-09-18,93.33
Croatia,2020-09-18,93.45
Czech Republic,2020-09-18,96.87
Denmark,2020-09-18,93.77
France,2020-09-18,96.96
Germany,2020-09-18,94.57
Hungary,2020-09-18,95.96
Ireland,2020-09-18,-
Italy,2020-09-18,96.63
Latvia,2020-09-18,93.12
Netherlands,2020-09-18,87.63
Poland,2020-09-18,98.55
Portugal,2020-09-18,97.97
Romania,2020-09-18,90.35
Slovakia,2020-09-18,91.67
Spain,2020-09-18,93.96
Sweden,2020-09-18,73.48
United Kingdom (Pre-Brexit),2020-09-18,85.93
Austria,2020-09-19,89.01
Belgium,2020-09-19,97.77
Bulgaria,2020-09-19,93.72
Croatia,2020-09-19,93.48
Czech Republic,2020-09-19,97
Denmark,2020-09-19,93.84
France,2020-09-19,97.14
Germany,2020-09-19,94.76
Hungary,2020-09-19,96.11
Ireland,2020-09-19,-
Italy,2020-09-19,96.77
Latvia,2020-09-19,93.58
Netherlands,2020-09-19,87.99
Poland,2020-09-19,98.56
Portugal,2020-09-19,97.97
Romania,2020-09-19,90.49
Slovakia,2020-09-19,91.83
Spain,2020-09-19,94.05
Sweden,2020-09-19,73.48
United Kingdom (Pre-Brexit),2020-09-19,86.37
Austria,2020-09-20,89.21
Belgium,2020-09-20,97.78
Bulgaria,2020-09-20,94.11
Croatia,2020-09-20,93.58
Czech Republic,2020-09-20,97.13
Denmark,2020-09-20,93.93
France,2020-09-20,97.35
Germany,2020-09-20,94.92
Hungary,2020-09-20,96.24
Ireland,2020-09-20,-
Italy,2020-09-20,96.91
Latvia,2020-09-20,94.07
Netherlands,2020-09-20,88.34
Poland,2020-09-20,98.59
Portugal,2020-09-20,98.3
Romania,2020-09-20,90.66
Slovakia,2020-09-20,91.75
Spain,2020-09-20,94.15
Sweden,2020-09-20,73.48
United Kingdom (Pre-Brexit),2020-09-20,87.81
Austria,2020-09-21,89.34
Belgium,2020-09-21,97.69
Bulgaria,2020-09-21,94.5
Croatia,2020-09-21,93.59
Czech Republic,2020-09-21,97.24
Denmark,2020-09-21,93.93
France,2020-09-21,97.24
Germany,2020-09-21,94.95
Hungary,2020-09-21,96.3
Ireland,2020-09-21,-
Italy,2020-09-21,97.05
Latvia,2020-09-21,94.55
Netherlands,2020-09-21,88.6
Poland,2020-09-21,98.62
Portugal,2020-09-21,98.54
Romania,2020-09-21,90.79
Slovakia,2020-09-21,91.99
Spain,2020-09-21,94.24
Sweden,2020-09-21,73.48
United Kingdom (Pre-Brexit),2020-09-21,86.79
Austria,2020-09-22,89.37
Belgium,2020-09-22,97.79
Bulgaria,2020-09-22,94.5
Croatia,2020-09-22,93.59
Czech Republic,2020-09-22,97.36
Denmark,2020-09-22,93.98
France,2020-09-22,97.35
Germany,2020-09-22,94.99
Hungary,2020-09-22,96.36
Ireland,2020-09-22,-
Italy,2020-09-22,97.17
Latvia,2020-09-22,95.02
Netherlands,2020-09-22,88.86
Poland,2020-09-22,98.65
Portugal,2020-09-22,98.08
Romania,2020-09-22,90.89
Slovakia,2020-09-22,92.14
Spain,2020-09-22,94.33
Sweden,2020-09-22,73.48
United Kingdom (Pre-Brexit),2020-09-22,84.98
Austria,2020-09-23,89.39
Belgium,2020-09-23,97.81
Bulgaria,2020-09-23,95.27
Croatia,2020-09-23,93.59
Czech Republic,2020-09-23,97.44
Denmark,2020-09-23,94.1
France,2020-09-23,97.5
Germany,2020-09-23,95.01
Hungary,2020-09-23,96.48
Ireland,2020-09-23,-
Italy,2020-09-23,97.3
Latvia,2020-09-23,95.47
Netherlands,2020-09-23,89.09
Poland,2020-09-23,98.67
Portugal,2020-09-23,97.27
Romania,2020-09-23,91.06
Slovakia,2020-09-23,92.23
Spain,2020-09-23,94.41
Sweden,2020-09-23,77.37
United Kingdom (Pre-Brexit),2020-09-23,83.79
Austria,2020-09-24,89.57
Belgium,2020-09-24,97.81
Bulgaria,2020-09-24,95.64
Croatia,2020-09-24,93.83
Czech Republic,2020-09-24,97.54
Denmark,2020-09-24,94.18
France,2020-09-24,97.68
Germany,2020-09-24,95.11
Hungary,2020-09-24,96.64
Ireland,2020-09-24,-
Italy,2020-09-24,97.43
Latvia,2020-09-24,95.92
Netherlands,2020-09-24,89.42
Poland,2020-09-24,98.7
Portugal,2020-09-24,97.63
Romania,2020-09-24,91.24
Slovakia,2020-09-24,92.15
Spain,2020-09-24,94.48
Sweden,2020-09-24,80.34
United Kingdom (Pre-Brexit),2020-09-24,81.34
Austria,2020-09-25,89.78
Belgium,2020-09-25,97.8
Bulgaria,2020-09-25,96.01
Croatia,2020-09-25,93.97
Czech Republic,2020-09-25,97.66
Denmark,2020-09-25,94.21
France,2020-09-25,97.76
Germany,2020-09-25,95.16
Hungary,2020-09-25,96.8
Ireland,2020-09-25,-
Italy,2020-09-25,97.58
Latvia,2020-09-25,96.42
Netherlands,2020-09-25,89.82
Poland,2020-09-25,98.73
Portugal,2020-09-25,98.31
Romania,2020-09-25,91.42
Slovakia,2020-09-25,92.13
Spain,2020-09-25,94.53
Sweden,2020-09-25,80.34
United Kingdom (Pre-Brexit),2020-09-25,78.77
Austria,2020-09-26,90.05
Belgium,2020-09-26,97.69
Bulgaria,2020-09-26,96.38
Croatia,2020-09-26,94.17
Czech Republic,2020-09-26,97.76
Denmark,2020-09-26,94.39
France,2020-09-26,97.88
Germany,2020-09-26,95.12
Hungary,2020-09-26,97.01
Ireland,2020-09-26,-
Italy,2020-09-26,97.73
Latvia,2020-09-26,96.89
Netherlands,2020-09-26,90.22
Poland,2020-09-26,98.73
Portugal,2020-09-26,99.44
Romania,2020-09-26,91.66
Slovakia,2020-09-26,92.3
Spain,2020-09-26,94.53
Sweden,2020-09-26,80.34
United Kingdom (Pre-Brexit),2020-09-26,78.11
Austria,2020-09-27,90.34
Belgium,2020-09-27,97.72
Bulgaria,2020-09-27,96.75
Croatia,2020-09-27,94.41
Czech Republic,2020-09-27,97.81
Denmark,2020-09-27,94.57
France,2020-09-27,97.92
Germany,2020-09-27,95.07
Hungary,2020-09-27,97.21
Ireland,2020-09-27,-
Italy,2020-09-27,97.88
Latvia,2020-09-27,97.38
Netherlands,2020-09-27,90.54
Poland,2020-09-27,98.73
Portugal,2020-09-27,100
Romania,2020-09-27,91.92
Slovakia,2020-09-27,92.47
Spain,2020-09-27,94.54
Sweden,2020-09-27,80.34
United Kingdom (Pre-Brexit),2020-09-27,77.38
Austria,2020-09-28,90.31
Belgium,2020-09-28,97.46
Bulgaria,2020-09-28,97.12
Croatia,2020-09-28,94.45
Czech Republic,2020-09-28,97.87
Denmark,2020-09-28,94.59
France,2020-09-28,97.75
Germany,2020-09-28,94.91
Hungary,2020-09-28,97.37
Ireland,2020-09-28,-
Italy,2020-09-28,97.99
Latvia,2020-09-28,97.79
Netherlands,2020-09-28,90.51
Poland,2020-09-28,98.65
Portugal,2020-09-28,100
Romania,2020-09-28,92.12
Slovakia,2020-09-28,92.42
Spain,2020-09-28,94.54
Sweden,2020-09-28,80.34
United Kingdom (Pre-Brexit),2020-09-28,74.33
Austria,2020-09-29,90.26
Belgium,2020-09-29,97.53
Bulgaria,2020-09-29,97.49
Croatia,2020-09-29,94.46
Czech Republic,2020-09-29,97.86
Denmark,2020-09-29,94.57
France,2020-09-29,97.59
Germany,2020-09-29,94.8
Hungary,2020-09-29,97.46
Ireland,2020-09-29,-
Italy,2020-09-29,98.09
Latvia,2020-09-29,98.2
Netherlands,2020-09-29,90.45
Poland,2020-09-29,98.65
Portugal,2020-09-29,98.72
Romania,2020-09-29,92.27
Slovakia,2020-09-29,92.45
Spain,2020-09-29,94.59
Sweden,2020-09-29,80.34
United Kingdom (Pre-Brexit),2020-09-29,72.63
Austria,2020-09-30,90.07
Belgium,2020-09-30,97.5
Bulgaria,2020-09-30,97.86
Croatia,2020-09-30,94.46
Czech Republic,2020-09-30,97.86
Denmark,2020-09-30,94.45
France,2020-09-30,97.31
Germany,2020-09-30,94.66
Hungary,2020-09-30,97.48
Ireland,2020-09-30,-
Italy,2020-09-30,98.2
Latvia,2020-09-30,98.55
Netherlands,2020-09-30,90.56
Poland,2020-09-30,98.64
Portugal,2020-09-30,98.72
Romania,2020-09-30,91.17
Slovakia,2020-09-30,92.09
Spain,2020-09-30,94.65
Sweden,2020-09-30,80.34
United Kingdom (Pre-Brexit),2020-09-30,71.5
Austria,2020-10-01,90.04
Belgium,2020-10-01,97.55
Bulgaria,2020-10-01,97.97
Croatia,2020-10-01,94.6
Czech Republic,2020-10-01,97.9
Denmark,2020-10-01,94.38
France,2020-10-01,97.19
Germany,2020-10-01,94.64
Hungary,2020-10-01,97.61
Ireland,2020-10-01,-
Italy,2020-10-01,98.24
Latvia,2020-10-01,98.69
Netherlands,2020-10-01,90.66
Poland,2020-10-01,98.61
Portugal,2020-10-01,100
Romania,2020-10-01,91.1
Slovakia,2020-10-01,92.07
Spain,2020-10-01,94.71
Sweden,2020-10-01,80.34
United Kingdom (Pre-Brexit),2020-10-01,72.82
Austria,2020-10-02,90.39
Belgium,2020-10-02,97.55
Bulgaria,2020-10-02,97.97
Croatia,2020-10-02,94.7
